"country","item","element","Unit","Date","Value"
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2007 12:00:00 AM",54114
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2008 12:00:00 AM",55874.12
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2009 12:00:00 AM",56936
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2010 12:00:00 AM",58809.2
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2011 12:00:00 AM",62654
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2012 12:00:00 AM",65220
"Uganda","Pulses,Total + (Total)","Seed","tonnes","1/1/2013 12:00:00 AM",65220
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2003 12:00:00 AM",86000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2004 12:00:00 AM",93000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2005 12:00:00 AM",102000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2006 12:00:00 AM",113000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2007 12:00:00 AM",119000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2008 12:00:00 AM",128000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2009 12:00:00 AM",86000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2010 12:00:00 AM",87000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2011 12:00:00 AM",90000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2012 12:00:00 AM",92000
"Uganda","Rice, paddy","Area Harvested","Ha","1/1/2013 12:00:00 AM",93000
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2003 12:00:00 AM",15348.84
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2004 12:00:00 AM",13010.75
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2005 12:00:00 AM",15000
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2006 12:00:00 AM",13628.32
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2007 12:00:00 AM",13613.45
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2008 12:00:00 AM",13895.08
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2009 12:00:00 AM",23926.16
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2010 12:00:00 AM",25070.23
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2011 12:00:00 AM",25888.89
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2012 12:00:00 AM",23043.48
"Uganda","Rice, paddy","Yield","Hg/Ha","1/1/2013 12:00:00 AM",23010.75
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2003 12:00:00 AM",132000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2004 12:00:00 AM",121000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2005 12:00:00 AM",153000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2006 12:00:00 AM",154000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2007 12:00:00 AM",162000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2008 12:00:00 AM",177857
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2009 12:00:00 AM",205765
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2010 12:00:00 AM",218111
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2011 12:00:00 AM",233000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2012 12:00:00 AM",212000
"Uganda","Rice, paddy","Production Quantity","tonnes","1/1/2013 12:00:00 AM",214000
"Uganda","Rice, paddy","Seed","tonnes","1/1/2003 12:00:00 AM",9300
"Uganda","Rice, paddy","Seed","tonnes","1/1/2004 12:00:00 AM",10200
"Uganda","Rice, paddy","Seed","tonnes","1/1/2005 12:00:00 AM",11300
"Uganda","Rice, paddy","Seed","tonnes","1/1/2006 12:00:00 AM",11900
"Uganda","Rice, paddy","Seed","tonnes","1/1/2007 12:00:00 AM",12800
"Uganda","Rice, paddy","Seed","tonnes","1/1/2008 12:00:00 AM",8600
"Uganda","Rice, paddy","Seed","tonnes","1/1/2009 12:00:00 AM",8700
"Uganda","Rice, paddy","Seed","tonnes","1/1/2010 12:00:00 AM",9000
"Uganda","Rice, paddy","Seed","tonnes","1/1/2011 12:00:00 AM",9200
"Uganda","Rice, paddy","Seed","tonnes","1/1/2012 12:00:00 AM",9300
"Uganda","Rice, paddy","Seed","tonnes","1/1/2013 12:00:00 AM",9300
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",1080000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",1092000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",1063000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",1053000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",1057000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",1094000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",1121000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",1138000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1068738
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1080000
"Uganda","Roots and Tubers,Total + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",1091000
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",79787.04
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",79880.95
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",82455.32
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",77701.8
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",78303.78
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",77230.35
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",77020.52
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",77603.69
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",75573.25
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",77382.04
"Uganda","Roots and Tubers,Total + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",78731.44
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",8617000
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",8723000
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",8765000
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",8182000
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",8276710
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",8449000
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",8634000
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",8831300
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",8076800
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",8357260
"Uganda","Roots and Tubers,Total + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",8589600
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2003 12:00:00 AM",66400
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2004 12:00:00 AM",68800
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2005 12:00:00 AM",72000
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2006 12:00:00 AM",74400
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2007 12:00:00 AM",77600
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2008 12:00:00 AM",80800
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2009 12:00:00 AM",82400
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2010 12:00:00 AM",88640
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2011 12:00:00 AM",89600
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2012 12:00:00 AM",84800
"Uganda","Roots and Tubers,Total + (Total)","Seed","tonnes","1/1/2013 12:00:00 AM",84800
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2003 12:00:00 AM",220000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2004 12:00:00 AM",180000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2005 12:00:00 AM",110000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2006 12:00:00 AM",91000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2007 12:00:00 AM",100000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2008 12:00:00 AM",125000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2009 12:00:00 AM",70000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2010 12:00:00 AM",80000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2011 12:00:00 AM",160000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2012 12:00:00 AM",74000
"Uganda","Seed cotton","Area Harvested","Ha","1/1/2013 12:00:00 AM",52000
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2003 12:00:00 AM",3545.45
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2004 12:00:00 AM",4333.33
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2005 12:00:00 AM",5727.27
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2006 12:00:00 AM",8791.21
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2007 12:00:00 AM",4000
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2008 12:00:00 AM",6000
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2009 12:00:00 AM",7571.43
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2010 12:00:00 AM",10437.5
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2011 12:00:00 AM",9025
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2012 12:00:00 AM",7270.27
"Uganda","Seed cotton","Yield","Hg/Ha","1/1/2013 12:00:00 AM",12115.38
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2003 12:00:00 AM",78000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2004 12:00:00 AM",78000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2005 12:00:00 AM",63000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2006 12:00:00 AM",80000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2007 12:00:00 AM",40000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2008 12:00:00 AM",75000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2009 12:00:00 AM",53000
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2010 12:00:00 AM",83500
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2011 12:00:00 AM",144400
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2012 12:00:00 AM",53800
"Uganda","Seed cotton","Production Quantity","tonnes","1/1/2013 12:00:00 AM",63000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2003 12:00:00 AM",240000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2004 12:00:00 AM",255000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2005 12:00:00 AM",268000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2006 12:00:00 AM",276000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2007 12:00:00 AM",280000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2008 12:00:00 AM",286000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2009 12:00:00 AM",292000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2010 12:00:00 AM",280000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2011 12:00:00 AM",283000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2012 12:00:00 AM",283000
"Uganda","Sesame seed","Area Harvested","Ha","1/1/2013 12:00:00 AM",290000
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2003 12:00:00 AM",5000
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2004 12:00:00 AM",4901.96
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2005 12:00:00 AM",6007.46
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2006 12:00:00 AM",6014.49
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2007 12:00:00 AM",6000
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2008 12:00:00 AM",6048.95
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2009 12:00:00 AM",6095.89
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2010 12:00:00 AM",6564.29
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2011 12:00:00 AM",7636.04
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2012 12:00:00 AM",6669.26
"Uganda","Sesame seed","Yield","Hg/Ha","1/1/2013 12:00:00 AM",6206.9
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2003 12:00:00 AM",120000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2004 12:00:00 AM",125000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2005 12:00:00 AM",161000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2006 12:00:00 AM",166000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2007 12:00:00 AM",168000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2008 12:00:00 AM",173000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2009 12:00:00 AM",178000
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2010 12:00:00 AM",183800
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2011 12:00:00 AM",216100
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2012 12:00:00 AM",188740
"Uganda","Sesame seed","Production Quantity","tonnes","1/1/2013 12:00:00 AM",180000
"Uganda","Sesame seed","Seed","tonnes","1/1/2003 12:00:00 AM",2550
"Uganda","Sesame seed","Seed","tonnes","1/1/2004 12:00:00 AM",2680
"Uganda","Sesame seed","Seed","tonnes","1/1/2005 12:00:00 AM",2760
"Uganda","Sesame seed","Seed","tonnes","1/1/2006 12:00:00 AM",2800
"Uganda","Sesame seed","Seed","tonnes","1/1/2007 12:00:00 AM",2860
"Uganda","Sesame seed","Seed","tonnes","1/1/2008 12:00:00 AM",2920
"Uganda","Sesame seed","Seed","tonnes","1/1/2009 12:00:00 AM",2800
"Uganda","Sesame seed","Seed","tonnes","1/1/2010 12:00:00 AM",2830
"Uganda","Sesame seed","Seed","tonnes","1/1/2011 12:00:00 AM",2830
"Uganda","Sesame seed","Seed","tonnes","1/1/2012 12:00:00 AM",2900
"Uganda","Sesame seed","Seed","tonnes","1/1/2013 12:00:00 AM",2900
"Uganda","Sisal","Area Harvested","Ha","1/1/2003 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2004 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2005 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2006 12:00:00 AM",3
"Uganda","Sisal","Area Harvested","Ha","1/1/2007 12:00:00 AM",3
"Uganda","Sisal","Area Harvested","Ha","1/1/2008 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2009 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2010 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2011 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2012 12:00:00 AM",0
"Uganda","Sisal","Area Harvested","Ha","1/1/2013 12:00:00 AM",0
"Uganda","Sisal","Yield","Hg/Ha","1/1/2006 12:00:00 AM",16666.67
"Uganda","Sisal","Yield","Hg/Ha","1/1/2007 12:00:00 AM",16666.67
"Uganda","Sisal","Production Quantity","tonnes","1/1/2003 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2004 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2005 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2006 12:00:00 AM",5
"Uganda","Sisal","Production Quantity","tonnes","1/1/2007 12:00:00 AM",5
"Uganda","Sisal","Production Quantity","tonnes","1/1/2008 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2009 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2010 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2011 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2012 12:00:00 AM",0
"Uganda","Sisal","Production Quantity","tonnes","1/1/2013 12:00:00 AM",0
"Uganda","Sorghum","Area Harvested","Ha","1/1/2003 12:00:00 AM",290000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2004 12:00:00 AM",285000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2005 12:00:00 AM",294000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2006 12:00:00 AM",308000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2007 12:00:00 AM",314000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2008 12:00:00 AM",321000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2009 12:00:00 AM",340000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2010 12:00:00 AM",355000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2011 12:00:00 AM",364000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2012 12:00:00 AM",373000
"Uganda","Sorghum","Area Harvested","Ha","1/1/2013 12:00:00 AM",350000
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2003 12:00:00 AM",14517.24
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2004 12:00:00 AM",14000
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2005 12:00:00 AM",15272.11
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2006 12:00:00 AM",14285.71
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2007 12:00:00 AM",14572.55
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2008 12:00:00 AM",10663.12
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2009 12:00:00 AM",11009.09
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2010 12:00:00 AM",11007.86
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2011 12:00:00 AM",12005.49
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2012 12:00:00 AM",9008.04
"Uganda","Sorghum","Yield","Hg/Ha","1/1/2013 12:00:00 AM",8542.86
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2003 12:00:00 AM",421000
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2004 12:00:00 AM",399000
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2005 12:00:00 AM",449000
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2006 12:00:00 AM",440000
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2007 12:00:00 AM",457578
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2008 12:00:00 AM",342286
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2009 12:00:00 AM",374309
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2010 12:00:00 AM",390779
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2011 12:00:00 AM",437000
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2012 12:00:00 AM",336000
"Uganda","Sorghum","Production Quantity","tonnes","1/1/2013 12:00:00 AM",299000
"Uganda","Sorghum","Seed","tonnes","1/1/2003 12:00:00 AM",8550
"Uganda","Sorghum","Seed","tonnes","1/1/2004 12:00:00 AM",8820
"Uganda","Sorghum","Seed","tonnes","1/1/2005 12:00:00 AM",9240
"Uganda","Sorghum","Seed","tonnes","1/1/2006 12:00:00 AM",9420
"Uganda","Sorghum","Seed","tonnes","1/1/2007 12:00:00 AM",9630
"Uganda","Sorghum","Seed","tonnes","1/1/2008 12:00:00 AM",10200
"Uganda","Sorghum","Seed","tonnes","1/1/2009 12:00:00 AM",10650
"Uganda","Sorghum","Seed","tonnes","1/1/2010 12:00:00 AM",10920
"Uganda","Sorghum","Seed","tonnes","1/1/2011 12:00:00 AM",11190
"Uganda","Sorghum","Seed","tonnes","1/1/2012 12:00:00 AM",10500
"Uganda","Sorghum","Seed","tonnes","1/1/2013 12:00:00 AM",10500
"Uganda","Soybeans","Area Harvested","Ha","1/1/2003 12:00:00 AM",165000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2004 12:00:00 AM",144000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2005 12:00:00 AM",144000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2006 12:00:00 AM",145000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2007 12:00:00 AM",147000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2008 12:00:00 AM",148000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2009 12:00:00 AM",150000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2010 12:00:00 AM",150000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2011 12:00:00 AM",157000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2012 12:00:00 AM",162000
"Uganda","Soybeans","Area Harvested","Ha","1/1/2013 12:00:00 AM",160000
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2003 12:00:00 AM",11333.33
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2004 12:00:00 AM",10972.22
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2005 12:00:00 AM",10972.22
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2006 12:00:00 AM",12068.97
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2007 12:00:00 AM",11972.79
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2008 12:00:00 AM",12027.03
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2009 12:00:00 AM",12000
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2010 12:00:00 AM",12096
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2011 12:00:00 AM",13585.99
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2012 12:00:00 AM",11419.75
"Uganda","Soybeans","Yield","Hg/Ha","1/1/2013 12:00:00 AM",11875
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2003 12:00:00 AM",187000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2004 12:00:00 AM",158000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2005 12:00:00 AM",158000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2006 12:00:00 AM",175000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2007 12:00:00 AM",176000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2008 12:00:00 AM",178000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2009 12:00:00 AM",180000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2010 12:00:00 AM",181440
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2011 12:00:00 AM",213300
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2012 12:00:00 AM",185000
"Uganda","Soybeans","Production Quantity","tonnes","1/1/2013 12:00:00 AM",190000
"Uganda","Soybeans","Seed","tonnes","1/1/2003 12:00:00 AM",8064
"Uganda","Soybeans","Seed","tonnes","1/1/2004 12:00:00 AM",8064
"Uganda","Soybeans","Seed","tonnes","1/1/2005 12:00:00 AM",8120
"Uganda","Soybeans","Seed","tonnes","1/1/2006 12:00:00 AM",8232
"Uganda","Soybeans","Seed","tonnes","1/1/2007 12:00:00 AM",8288
"Uganda","Soybeans","Seed","tonnes","1/1/2008 12:00:00 AM",8400
"Uganda","Soybeans","Seed","tonnes","1/1/2009 12:00:00 AM",8400
"Uganda","Soybeans","Seed","tonnes","1/1/2010 12:00:00 AM",8792
"Uganda","Soybeans","Seed","tonnes","1/1/2011 12:00:00 AM",9072
"Uganda","Soybeans","Seed","tonnes","1/1/2012 12:00:00 AM",8960
"Uganda","Soybeans","Seed","tonnes","1/1/2013 12:00:00 AM",8960
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2003 12:00:00 AM",33000
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2004 12:00:00 AM",34500
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2005 12:00:00 AM",34000
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2006 12:00:00 AM",35000
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2007 12:00:00 AM",35000
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2008 12:00:00 AM",39300
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2009 12:00:00 AM",47200
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2010 12:00:00 AM",52000
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2011 12:00:00 AM",46500
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2012 12:00:00 AM",47000
"Uganda","Sugar cane","Area Harvested","Ha","1/1/2013 12:00:00 AM",50000
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2003 12:00:00 AM",651515.15
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2004 12:00:00 AM",681159.42
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2005 12:00:00 AM",691176.47
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2006 12:00:00 AM",700000
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2007 12:00:00 AM",671428.57
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2008 12:00:00 AM",699745.55
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2009 12:00:00 AM",699152.54
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2010 12:00:00 AM",682692.31
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2011 12:00:00 AM",698924.73
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2012 12:00:00 AM",702127.66
"Uganda","Sugar cane","Yield","Hg/Ha","1/1/2013 12:00:00 AM",670000
"Uganda","Sugar cane","Production Quantity","tonnes","1/1/2003 12:00:00 AM",2150000
"Uganda","Sugar cane","Production Quantity","tonnes","1/1/2004 12:00:00 AM",2350000
"Uganda","Sugar cane","Production Quantity","tonnes","1/1/2005 12:00:00 AM",2350000
"Uganda","Sugar cane","Production Quantity","tonnes","1/1/2006 12:00:00 AM",2450000
"Uganda","Sugar cane","Production Quantity","tonnes","1/1/2007 12:00:00 AM",2350000
